,西暦年度,絶対番号,県コード_地点統一番号,水域コード_地点統一番号,地点コード_地点統一番号,調査区分_x,C_pH_最小値,pH_最小値,C_pH_最大値,pH_最大値,m_pH,n_pH,C_DO_最小値,DO_最小値,C_DO_最大値,DO_最大値,m_DO,n_DO,C_DO_日間平均値_平均値,DO_日間平均値_平均値,C_BOD_最小値,BOD_最小値,C_BOD_最大値,BOD_最大値,m_BOD,n_BOD,C_BOD_日間平均値_最小値,BOD_日間平均値_最小値,C_BOD_日間平均値_最大値,BOD_日間平均値_最大値,x_BOD,y_BOD,C_BOD_日間平均値_平均値,BOD_日間平均値_平均値,C_BOD_日間平均値_中央値,BOD_日間平均値_中央値,C_BOD_日間平均値_75%値,BOD_日間平均値_75%値,C_COD_最小値,COD_最小値,C_COD_最大値,COD_最大値,m_COD,n_COD,C_COD_日間平均値_最小値,COD_日間平均値_最小値,C_COD_日間平均値_最大値,COD_日間平均値_最大値,x_COD,y_COD,C_COD_日間平均値_平均値,COD_日間平均値_平均値,C_COD_日間平均値_中央値,COD_日間平均値_中央値,C_COD_日間平均値_75%値,COD_日間平均値_75%値,C_SS_最小値,SS_最小値,C_SS_最大値,SS_最大値,m_SS,n_SS,C_SS_日間平均値_平均値,SS_日間平均値_平均値,C_大腸菌群数_最小値,大腸菌群数_最小値,C_大腸菌群数_最大値,大腸菌群数_最大値,m_大腸菌群数,n_大腸菌群数,C_大腸菌群数_日間平均値_平均値,大腸菌群数_日間平均値_平均値,C_n-ヘキサン抽出物質（油分等）_最小値,n-ヘキサン抽出物質（油分等)_最小値,C_n-ヘキサン抽出物質(油分等)_最大値,n-ヘキサン抽出物質(油分等)_最大値,m_n-ヘキサン抽出物質(油分等),n_n-ヘキサン抽出物質(油分等),C_n-ヘキサン抽出物質(油分等)_日間平均値_平均値,n-ヘキサン抽出物質(油分等)_日間平均値_平均値,地点統一番号,m_カドミウム,n_カドミウム,C_カドミウム_最大値,カドミウム_最大値,C_カドミウム_平均値,カドミウム_平均値,m_全シアン,n_全シアン,C_全シアン_最大値,全シアン_最大値,C_全シアン_平均値,全シアン_平均値,m_鉛,n_鉛,C_鉛_最大値,鉛_最大値,C_鉛_平均値,鉛_平均値,m_六価クロム,n_六価クロム,C_六価クロム_最大値,六価クロム_最大値,C_六価クロム_平均値,六価クロム_平均値,m_砒素,n_砒素,C_砒素_最大値,砒素_最大値,C_砒素_平均値,砒素_平均値,m_総水銀,n_総水銀,C_総水銀_最大値,総水銀_最大値,C_総水銀_平均値,総水銀_平均値,総水銀_定量限界値未満の検体数,m_アルキル水銀,n_アルキル水銀,C_アルキル水銀_最大値,アルキル水銀_最大値,C_アルキル水銀_平均値,アルキル水銀_平均値,m_PCB,n_PCB,C_PCB_最大値,PCB_最大値,C_PCB_平均値,PCB_平均値,m_有機リン,n_有機リン,C_有機リン_最大値,有機リン_最大値,C_有機リン_平均値,有機リン_平均値,m_ジクロロメタン,n_ジクロロメタン,C_ジクロロメタン_最大値,ジクロロメタン_最大値,C_ジクロロメタン_平均値,ジクロロメタン_平均値,m_四塩化炭素,n_四塩化炭素,C_四塩化炭素_最大値,四塩化炭素_最大値,C_四塩化炭素_平均値,四塩化炭素_平均値,m_1、2-ジクロロエタン,n_1、2-ジクロロエタン,C_1、2-ジクロロエタン_最大値,1、2-ジクロロエタン_最大値,C_1、2-ジクロロエタン_平均値,1、2-ジクロロエタン_平均値,m_1、1-ジクロロエチレン,n_1、1-ジクロロエチレン,C_1、1-ジクロロエチレン_最大値,1、1-ジクロロエチレン_最大値,C_1、1-ジクロロエチレン_平均値,1、1-ジクロロエチレン_平均値,m_シス-1、2-ジクロロエチレン,n_シス-1、2-ジクロロエチレン,C_シス-1、2-ジクロロエチレン_最大値,シス-1、2-ジクロロエチレン_最大値,C_シス-1、2-ジクロロエチレン_平均値,シス-1、2-ジクロロエチレン_平均値,m_1、1、1-トリクロロエタン,n_1、1、1-トリクロロエタン,C_1、1、1-トリクロロエタン_最大値,1、1、1-トリクロロエタン_最大値,C_1、1、1-トリクロロエタン_平均値,1、1、1-トリクロロエタン_平均値,m_1、1、2-トリクロロエタン,n_1、1、2-トリクロロエタン,C_1、1、2-トリクロロエタン_最大値,1、1、2-トリクロロエタン_最大値,C_1、1、2-トリクロロエタン_平均値,1、1、2-トリクロロエタン_平均値,m_トリクロロエチレン,n_トリクロロエチレン,C_トリクロロエチレン_最大値,トリクロロエチレン_最大値,C_トリクロロエチレン_平均値,トリクロロエチレン_平均値,m_テトラクロロエチレン,n_テトラクロロエチレン,C_テトラクロロエチレン_最大値,テトラクロロエチレン_最大値,C_テトラクロロエチレン_平均値,テトラクロロエチレン_平均値,m_1、3-ジクロロプロペン,n_1、3-ジクロロプロペン,C_1、3-ジクロロプロペン_最大値,1、3-ジクロロプロペン_最大値,C_1、3-ジクロロプロペン_平均値,1、3-ジクロロプロペン_平均値,m_チウラム,n_チウラム,C_チウラム_最大値,チウラム_最大値,C_チウラム_平均値,チウラム_平均値,m_シマジン,n_シマジン,C_シマジン_最大値,シマジン_最大値,C_シマジン_平均値,シマジン_平均値,m_チオベンカルブ,n_チオベンカルブ,C_チオベンカルブ_最大値,チオベンカルブ_最大値,C_チオベンカルブ_平均値,チオベンカルブ_平均値,m_ベンゼン,n_ベンゼン,C_ベンゼン_最大値,ベンゼン_最大値,C_ベンゼン_平均値,ベンゼン_平均値,m_セレン,n_セレン,C_セレン_最大値,セレン_最大値,C_セレン_平均値,セレン_平均値,m_硝酸性窒素及び亜硝酸性窒素,ｎ_硝酸性窒素及び亜硝酸性窒素,C_硝酸性窒素及び亜硝酸性窒素_最大値,硝酸性窒素及び亜硝酸性窒素_最大値,C_硝酸性窒素及び亜硝酸性窒素_平均値,硝酸性窒素及び亜硝酸性窒素_平均値,m_亜硝酸性窒素,n_亜硝酸性窒素,C_亜硝酸性窒素_最大値,亜硝酸性窒素_最大値,C_亜硝酸性窒素_平均値,亜硝酸性窒素_平均値,m_ふっ素,n_ふっ素,C_ふっ素_最大値,ふっ素_最大値,C_ふっ素_平均値,ふっ素_平均値,m_ほう素,n_ほう素,C_ほう素_最大値,ほう素_最大値,C_ほう素_平均値,ほう素_平均値,調査区分_y,採取位置,C_全窒素_最小値,全窒素_最小値,C_全窒素_最大値,全窒素_最大値,m_全窒素,n_全窒素,C_全窒素_日間平均値_平均値,全窒素_日間平均値_平均値,C_全燐_最小値,全燐_最小値,C_全燐_最大値,全燐_最大値,m_全燐,n_全燐,C_全燐_日間平均値_平均値,全燐_日間平均値_平均値
634,1984,230280,2,607,1,0.0,#,8.0,#,8.2,0.0,4.0,#,6.7,#,9.3,0.0,4.0,#,7.8,,,,,,,,,,,,,,,,,,,#,2.0,#,4.5,1.0,4.0,#,2.0,#,4.5,1.0,4.0,#,3.0,#,2.7,#,2.8,,,,,,,,,#,23.0,#,17000.0,,4.0,#,4400.0,N,0.5,N,0.5,0.0,2.0,N,0.5,0260701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
635,1984,230300,2,608,1,0.0,#,8.2,#,8.3,0.0,4.0,#,6.7,#,9.2,2.0,4.0,#,7.7,,,,,,,,,,,,,,,,,,,#,0.9,#,2.0,0.0,4.0,#,0.9,#,2.0,0.0,4.0,#,1.4,#,1.4,#,1.6,,,,,,,,,#,1600.0,#,1600.0,1.0,1.0,#,1600.0,N,0.5,N,0.5,0.0,2.0,N,0.5,0260801,0.0,1.0,<,0.005,<,0.005,0.0,1.0,N,0.1,N,0.1,0.0,1.0,<,0.05,<,0.05,0.0,1.0,<,0.02,<,0.02,0.0,1.0,<,0.02,<,0.02,,,,,,,0.0,,,,,,,,,,,,,0.0,1.0,N,0.1,N,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
636,1984,230310,2,608,2,0.0,#,8.2,#,8.3,0.0,4.0,#,6.6,#,9.1,3.0,4.0,#,7.6,,,,,,,,,,,,,,,,,,,#,1.4,#,2.3,1.0,4.0,#,1.4,#,2.3,1.0,4.0,#,1.7,#,1.5,#,1.5,,,,,,,,,#,2.0,#,5.0,0.0,2.0,#,3.5,N,0.5,N,0.5,0.0,2.0,N,0.5,0260802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
637,1984,230320,2,608,3,0.0,#,8.1,#,8.3,0.0,3.0,#,6.6,#,9.4,2.0,3.0,#,7.8,,,,,,,,,,,,,,,,,,,#,0.9,#,2.0,0.0,3.0,#,0.9,#,2.0,0.0,3.0,#,1.4,#,1.2,#,2.0,,,,,,,,,#,0.0,#,8.0,0.0,3.0,#,3.3,N,0.5,N,0.5,0.0,2.0,N,0.5,0260803,0.0,1.0,<,0.005,<,0.005,0.0,1.0,N,0.1,N,0.1,0.0,1.0,<,0.05,<,0.05,0.0,1.0,<,0.02,<,0.02,0.0,1.0,<,0.02,<,0.02,,,,,,,0.0,,,,,,,,,,,,,0.0,1.0,N,0.1,N,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
638,1984,230330,2,608,4,0.0,#,8.2,#,8.3,0.0,4.0,#,6.5,#,9.7,2.0,4.0,#,7.9,,,,,,,,,,,,,,,,,,,#,1.0,#,2.2,1.0,4.0,#,1.0,#,2.2,1.0,4.0,#,1.7,#,1.8,#,1.9,,,,,,,,,#,2.0,#,330.0,0.0,4.0,#,95.0,N,0.5,N,0.5,0.0,2.0,N,0.5,0260804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
639,1984,230340,2,608,5,0.0,#,8.1,#,8.3,0.0,4.0,#,6.7,#,9.6,2.0,4.0,#,7.8,,,,,,,,,,,,,,,,,,,#,0.8,#,2.3,1.0,4.0,#,0.8,#,2.3,1.0,4.0,#,1.3,#,1.1,#,1.3,,,,,,,,,#,46.0,#,46.0,0.0,1.0,#,46.0,N,0.5,N,0.5,0.0,2.0,N,0.5,0260805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
640,1984,230350,2,608,6,0.0,#,8.2,#,8.3,0.0,4.0,#,6.6,#,9.5,1.0,4.0,#,7.8,,,,,,,,,,,,,,,,,,,#,1.0,#,2.7,1.0,4.0,#,1.0,#,2.7,1.0,4.0,#,1.8,#,1.8,#,1.8,,,,,,,,,#,170.0,#,170.0,0.0,1.0,#,170.0,N,0.5,N,0.5,0.0,2.0,N,0.5,0260806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
641,1984,230360,2,608,7,0.0,#,8.2,#,8.3,0.0,4.0,#,6.7,#,9.2,1.0,4.0,#,7.9,,,,,,,,,,,,,,,,,,,#,1.0,#,1.8,0.0,4.0,#,1.0,#,1.8,0.0,4.0,#,1.4,#,1.4,#,1.6,,,,,,,,,#,2.0,#,2.0,0.0,1.0,#,2.0,N,0.5,N,0.5,0.0,2.0,N,0.5,0260807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
642,1984,233630,2,608,64,0.0,#,8.2,#,8.3,0.0,4.0,#,6.6,#,9.6,2.0,4.0,#,7.9,,,,,,,,,,,,,,,,,,,#,1.1,#,1.8,0.0,4.0,#,1.1,#,1.8,0.0,4.0,#,1.4,#,1.4,#,1.5,,,,,,,,,#,2.0,#,2.0,0.0,1.0,#,2.0,N,0.5,N,0.5,0.0,2.0,N,0.5,0260864,0.0,4.0,<,0.005,<,0.005,,,,,,,0.0,4.0,<,0.05,<,0.05,,,,,,,0.0,4.0,<,0.02,<,0.02,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
643,1984,230610,2,609,1,0.0,#,8.1,#,8.3,0.0,4.0,#,7.0,#,9.3,1.0,4.0,#,7.8,,,,,,,,,,,,,,,,,,,#,0.6,#,2.4,1.0,4.0,#,0.6,#,2.4,1.0,4.0,#,1.4,#,1.3,#,1.6,,,,,,,,,#,2.0,#,5.0,0.0,4.0,#,2.8,N,0.5,N,0.5,0.0,2.0,N,0.5,0260901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
644,1984,230620,2,609,2,0.0,#,8.1,#,8.3,0.0,4.0,#,6.8,#,10.0,1.0,4.0,#,8.1,,,,,,,,,,,,,,,,,,,#,1.2,#,2.7,1.0,4.0,#,1.2,#,2.7,1.0,4.0,#,1.7,#,1.5,#,1.6,,,,,,,,,#,9.0,#,14000.0,1.0,4.0,#,3600.0,N,0.5,N,0.5,0.0,2.0,N,0.5,0260902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
645,1984,230630,2,609,3,0.0,#,8.1,#,8.3,0.0,4.0,#,7.2,#,9.5,2.0,4.0,#,7.9,,,,,,,,,,,,,,,,,,,#,1.0,#,2.1,1.0,4.0,#,1.0,#,2.1,1.0,4.0,#,1.5,#,1.5,#,1.9,,,,,,,,,#,8.0,#,8.0,0.0,1.0,#,8.0,N,0.5,N,0.5,0.0,2.0,N,0.5,0260903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
646,1984,230640,2,609,51,0.0,#,8.1,#,8.3,0.0,4.0,#,6.8,#,9.5,2.0,4.0,#,7.9,,,,,,,,,,,,,,,,,,,#,1.0,#,2.0,0.0,4.0,#,1.0,#,2.0,0.0,4.0,#,1.5,#,1.6,#,1.9,,,,,,,,,#,4.0,#,4.0,0.0,1.0,#,4.0,N,0.5,N,0.5,0.0,2.0,N,0.5,0260951,0.0,1.0,<,0.005,<,0.005,0.0,1.0,N,0.1,N,0.1,0.0,1.0,<,0.05,<,0.05,0.0,1.0,<,0.02,<,0.02,0.0,1.0,<,0.02,<,0.02,,,,,,,0.0,,,,,,,,,,,,,0.0,1.0,N,0.1,N,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
647,1984,230750,2,610,1,0.0,#,8.0,#,8.2,0.0,6.0,#,6.9,#,10.0,0.0,6.0,#,8.2,,,,,,,,,,,,,,,,,,,#,1.2,#,2.7,0.0,6.0,#,1.2,#,2.7,0.0,6.0,#,1.6,#,1.5,#,1.6,,,,,,,,,#,14.0,#,490.0,,6.0,#,220.0,N,0.5,N,0.5,,3.0,N,0.5,0261001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
648,1984,230780,2,611,1,0.0,#,8.1,#,8.2,0.0,6.0,#,7.2,#,10.0,0.0,6.0,#,8.3,,,,,,,,,,,,,,,,,,,#,1.2,#,2.1,0.0,6.0,#,1.2,#,2.1,0.0,6.0,#,1.6,#,1.7,#,1.7,,,,,,,,,#,13.0,#,1300.0,,6.0,#,440.0,N,0.5,N,0.5,,3.0,N,0.5,0261101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
649,1984,230790,2,612,1,0.0,#,7.4,#,8.2,1.0,6.0,#,6.5,#,11.0,0.0,6.0,#,8.5,,,,,,,,,,,,,,,,,,,#,1.1,#,2.3,0.0,6.0,#,1.1,#,2.3,0.0,6.0,#,1.6,#,1.5,#,1.9,,,,,,,,,#,5.0,#,3300.0,,6.0,#,770.0,N,0.5,N,0.5,0.0,3.0,N,0.5,0261201,0.0,1.0,<,0.005,<,0.005,0.0,1.0,N,0.1,N,0.1,0.0,1.0,<,0.05,<,0.05,0.0,1.0,<,0.02,<,0.02,0.0,1.0,<,0.02,<,0.02,0.0,6.0,<,0.0005,<,0.0005,6.0,0.0,6.0,N,0.0005,N,0.0005,0.0,1.0,N,0.0005,N,0.0005,0.0,1.0,N,0.1,N,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650,1984,230830,2,613,1,0.0,#,8.1,#,8.3,0.0,6.0,#,6.7,#,10.0,3.0,6.0,#,8.2,,,,,,,,,,,,,,,,,,,#,0.8,#,2.1,1.0,6.0,#,0.8,#,2.1,1.0,6.0,#,1.5,#,1.5,#,1.8,,,,,,,,,#,1.1,#,1.1,0.0,1.0,#,1.1,N,0.5,N,0.5,0.0,3.0,N,0.5,0261301,0.0,1.0,<,0.005,<,0.005,0.0,1.0,N,0.1,N,0.1,0.0,1.0,<,0.05,<,0.05,0.0,1.0,<,0.02,<,0.02,0.0,1.0,<,0.02,<,0.02,0.0,6.0,<,0.0005,<,0.0005,6.0,0.0,6.0,N,0.0005,N,0.0005,0.0,1.0,N,0.0005,N,0.0005,0.0,1.0,N,0.1,N,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
651,1984,230840,2,613,2,0.0,#,8.1,#,8.3,0.0,6.0,#,6.8,#,10.0,2.0,6.0,#,8.3,,,,,,,,,,,,,,,,,,,#,0.9,#,2.4,2.0,6.0,#,0.9,#,2.4,2.0,6.0,#,1.6,#,1.6,#,2.1,,,,,,,,,#,4.0,#,4.0,0.0,1.0,#,4.0,N,0.5,N,0.5,0.0,3.0,N,0.5,0261302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
652,1984,230850,2,613,3,0.0,#,8.1,#,8.3,0.0,6.0,#,6.6,#,10.0,3.0,6.0,#,8.2,,,,,,,,,,,,,,,,,,,#,0.7,#,2.0,0.0,6.0,#,0.7,#,2.0,0.0,6.0,#,1.5,#,1.5,#,1.8,,,,,,,,,,,,,,,,,N,0.5,N,0.5,0.0,3.0,N,0.5,0261303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
653,1984,231130,2,614,1,0.0,#,8.0,#,8.2,0.0,6.0,#,6.8,#,10.0,0.0,6.0,#,8.2,,,,,,,,,,,,,,,,,,,#,1.2,#,2.3,0.0,6.0,#,1.2,#,2.3,0.0,6.0,#,1.9,#,1.9,#,2.3,,,,,,,,,#,7.0,#,220.0,,3.0,#,150.0,N,0.5,N,0.5,0.0,3.0,N,0.5,0261401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
654,1984,231150,2,615,1,0.0,#,8.1,#,8.3,0.0,6.0,#,6.7,#,10.0,0.0,6.0,#,8.5,,,,,,,,,,,,,,,,,,,#,1.0,#,2.8,0.0,6.0,#,1.0,#,2.8,0.0,6.0,#,1.9,#,1.8,#,2.6,,,,,,,,,#,4.0,#,3300.0,,5.0,#,740.0,N,0.5,N,0.5,0.0,3.0,N,0.5,0261501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
655,1984,231210,2,616,1,0.0,#,7.5,#,8.1,0.0,6.0,#,4.9,#,10.0,0.0,6.0,#,7.3,,,,,,,,,,,,,,,,,,,#,1.8,#,5.9,0.0,6.0,#,1.8,#,5.9,0.0,6.0,#,3.6,#,3.0,#,5.6,,,,,,,,,#,23.0,#,92000.0,,6.0,#,22000.0,N,0.5,N,0.5,,3.0,N,0.5,0261601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
656,1984,231240,2,617,1,0.0,#,7.9,#,8.2,0.0,6.0,#,6.6,#,10.0,0.0,6.0,#,8.2,,,,,,,,,,,,,,,,,,,#,1.7,#,2.5,0.0,6.0,#,1.7,#,2.5,0.0,6.0,#,2.1,#,2.1,#,2.4,,,,,,,,,#,7.0,#,220.0,,4.0,#,75.0,N,0.5,N,0.5,0.0,3.0,N,0.5,0261701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
657,1984,231260,2,618,1,0.0,#,8.0,#,8.2,0.0,6.0,#,6.5,#,10.0,0.0,6.0,#,8.0,,,,,,,,,,,,,,,,,,,#,1.0,#,2.8,0.0,6.0,#,1.0,#,2.8,0.0,6.0,#,2.0,#,1.9,#,2.8,,,,,,,,,#,2.0,#,2800.0,,6.0,#,770.0,N,0.5,N,0.5,0.0,3.0,N,0.5,0261801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
658,1984,231290,2,619,1,0.0,#,8.1,#,8.3,0.0,6.0,#,6.4,#,10.0,2.0,6.0,#,8.2,,,,,,,,,,,,,,,,,,,#,1.2,#,2.2,1.0,6.0,#,1.2,#,2.2,1.0,6.0,#,1.7,#,1.7,#,1.9,,,,,,,,,#,2.0,#,2.0,0.0,1.0,#,2.0,N,0.5,N,0.5,0.0,3.0,N,0.5,0261901,0.0,1.0,<,0.005,<,0.005,0.0,1.0,N,0.1,N,0.1,0.0,1.0,<,0.05,<,0.05,0.0,1.0,<,0.02,<,0.02,0.0,1.0,<,0.02,<,0.02,0.0,6.0,<,0.0005,<,0.0005,6.0,0.0,6.0,N,0.0005,N,0.0005,0.0,1.0,N,0.0005,N,0.0005,0.0,1.0,N,0.1,N,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
