,西暦年度,ＲＬＳ識別コード,水系コード,絶対番号,地点新設等コード,県コード_地点統一番号,水域コード_地点統一番号,地点コード_地点統一番号,ＣＯＤ等基準点識別コード,水域名称_漢字,水域名称_カタカナ,水域名称_ローマ字,地点名称_漢字,地点名称_カタカナ,地点名称_ローマ字,類型,達成期間,指定区分,類型指定年_ＣＯＤ等,類型指定月_ＣＯＤ等,類型指定日_ＣＯＤ等,特例１,特例２,特例３,特例４,特例５,ＣＯＤの測定方法,県際水域コード,県際地点コード,測定中止年,測定中止月,測定中止日,測定再開年,測定再開月,測定再開日,ＮＰ測定コード,ＮＰ基準点識別コード,ＮＰ水域コード,ＮＰ水域名称_漢字,ＮＰ水域名称_カタカナ,ＮＰ水域名称_ローマ字,ＮＰ地点名称_漢字,ＮＰ地点名称_カタカナ,ＮＰ地点名称_ローマ字,ＮＰ類型,ＮＰ達成期間,ＮＰ指定区分,ＮＰ類型指定年,ＮＰ類型指定月,ＮＰ類型指定日,Ｎ指定の有無,Ｐ指定の有無,Ｎ暫定基準値,Ｐ暫定基準値,ＮＰ基準の特例,Ｎ測定方法,Ｐ測定方法,ＮＰ県際水域コード,ＮＰ県際地点コード,ＮＰ測定中止年,ＮＰ測定中止月,ＮＰ測定中止日,ＮＰ測定再開年,ＮＰ測定再開月,ＮＰ測定再開日,水道の取水地点,水質年鑑コード,推定絶対番号,推定水系コード,備考,緯度_Ｎ,経度_Ｅ,緯度_Ｎ_dms,経度_Ｅ_dms,地点統一番号
1378,1980,3,,430304,2,4,609,52,,,オナガワワン(ヘイ),,,キガサキ,,A,1.0,3.0,1972.0,4.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,430350.0,,,38.42861111,141.47277778, 38:25:43,141:28:22,0460952
1379,1980,3,,430324,2,4,610,1,,,センダイコウチサキカイイキ(コウ),,,ナイコウ-4ウチ,,C,1.0,3.0,1972.0,4.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,430380.0,,,38.26861111,141.03666667, 38:16:07,141:02:12,0461001
1380,1980,3,,430334,2,4,610,51,,,センダイコウチサキカイイキ(コウ),,,ナイコウ-2,,C,1.0,3.0,1972.0,4.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,430390.0,,,38.26972222,141.02083333, 38:16:11,141:01:15,0461051
1381,1980,3,,430344,2,4,610,52,,,センダイコウチサキカイイキ(コウ),,,ナイコウ-3キタ,,C,1.0,3.0,1972.0,4.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,430400.0,,,38.27916667,141.02888889, 38:16:45,141:01:44,0461052
1382,1980,3,,430354,2,4,610,53,,,センダイコウチサキカイイキ(コウ),,,ナイコウ-3チユウオウ,,C,1.0,3.0,1972.0,4.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,430410.0,,,38.27111111,141.02888889, 38:16:16,141:01:44,0461053
1383,1980,3,,430364,2,4,610,54,,,センダイコウチサキカイイキ(コウ),,,ナイコウ-4ソト,,C,1.0,3.0,1972.0,4.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,430420.0,,,38.27250000,141.04583333, 38:16:21,141:02:45,0461054
1384,1980,3,,430374,2,4,610,55,,,センダイコウチサキカイイキ(コウ),,,ナイコウ-1,,C,1.0,3.0,1972.0,4.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,430430.0,,,38.27055556,141.01055556, 38:16:14,141:00:38,0461055
1385,1980,3,,430384,2,4,611,1,,,センダイコウチサキカイイキ(オツ),,,ガイコウ-3,,B,1.0,3.0,1972.0,4.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,430440.0,,,38.25888889,141.03694444, 38:15:32,141:02:13,0461101
1386,1980,3,,430394,2,4,611,2,,,センダイコウチサキカイイキ(オツ),,,ガモウ-3,,B,1.0,3.0,1972.0,4.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,430450.0,,,38.24361111,141.01722222, 38:14:37,141:01:02,0461102
1387,1980,3,,430404,2,4,611,3,,,センダイコウチサキカイイキ(オツ),,,ゴテンザキ-1,,B,1.0,3.0,1972.0,4.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,430460.0,,,38.27194444,141.05666667, 38:16:19,141:03:24,0461103
1388,1980,3,,430414,2,4,611,51,,,センダイコウチサキカイイキ(オツ),,,ガイコウ-1,,B,1.0,3.0,1972.0,4.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,430470.0,,,38.26944444,141.05694444, 38:16:10,141:03:25,0461151
1389,1980,3,,430424,2,4,611,52,,,センダイコウチサキカイイキ(オツ),,,ガモウ-1,,B,1.0,3.0,1972.0,4.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,430480.0,,,38.25333333,141.02583333, 38:15:12,141:01:33,0461152
1390,1980,3,,430434,2,4,611,53,,,センダイコウチサキカイイキ(オツ),,,ガモウ-5,,B,1.0,3.0,1972.0,4.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,430490.0,,,38.23305556,141.00861111, 38:13:59,141:00:31,0461153
1391,1980,3,,430444,2,4,612,1,,,センダイコウチサキカイイキ(ヘイ),,,シヨウブタマエ-1,,A,1.0,3.0,1972.0,4.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,430500.0,,,38.27916667,141.07361111, 38:16:45,141:04:25,0461201
1392,1980,3,,430454,2,4,612,2,,,センダイコウチサキカイイキ(ヘイ),,,ゴテンザキ-2,,A,1.0,3.0,1972.0,4.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,430510.0,,,38.26388889,141.06555556, 38:15:50,141:03:56,0461202
1393,1980,3,,430464,2,4,612,3,,,センダイコウチサキカイイキ(ヘイ),,,アラハマ-3,,A,1.0,3.0,1972.0,4.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,430520.0,,,38.21416667,140.99527778, 38:12:51,140:59:43,0461203
1394,1980,3,,430474,2,4,612,51,,,センダイコウチサキカイイキ(ヘイ),,,ガイコウ-2,,A,1.0,3.0,1972.0,4.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,430530.0,,,38.26805556,141.06638889, 38:16:05,141:03:59,0461251
1395,1980,3,,430484,2,4,612,52,,,センダイコウチサキカイイキ(ヘイ),,,ガイコウ-4,,A,1.0,3.0,1972.0,4.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,430540.0,,,38.25083333,141.05055556, 38:15:03,141:03:02,0461252
1396,1980,3,,430494,2,4,612,53,,,センダイコウチサキカイイキ(ヘイ),,,アラハマ-1,,A,1.0,3.0,1972.0,4.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,430550.0,,,38.22416667,140.99916667, 38:13:27,140:59:57,0461253
1397,1980,3,,430504,2,4,612,54,,,センダイコウチサキカイイキ(ヘイ),,,アラハマ-2,,A,1.0,3.0,1972.0,4.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,430560.0,,,38.21916667,141.00638889, 38:13:09,141:00:23,0461254
1398,1980,3,,430514,2,4,612,55,,,センダイコウチサキカイイキ(ヘイ),,,アラハマ-4,,A,1.0,3.0,1972.0,4.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,430570.0,,,38.21000000,140.99916667, 38:12:36,140:59:57,0461255
1399,1980,3,,430524,2,4,612,56,,,センダイコウチサキカイイキ(ヘイ),,,ガモウ-2,,A,1.0,3.0,1972.0,4.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,430580.0,,,38.24944444,141.03444444, 38:14:58,141:02:04,0461256
1400,1980,3,,430534,2,4,612,57,,,センダイコウチサキカイイキ(ヘイ),,,ガモウ-4,,A,1.0,3.0,1972.0,4.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,430590.0,,,38.23972222,141.02444444, 38:14:23,141:01:28,0461257
1401,1980,3,,430544,2,4,612,58,,,センダイコウチサキカイイキ(ヘイ),,,ガモウ-6,,A,1.0,3.0,1972.0,4.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,430600.0,,,38.22916667,141.01583333, 38:13:45,141:00:57,0461258
1402,1980,3,,430554,2,4,613,1,,,ニノクラチサキカイイキ(コウ),,,ニノクラマエ-1,,C,1.0,3.0,1972.0,4.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,430680.0,,,38.09638889,140.93833333, 38:05:47,140:56:18,0461301
1403,1980,3,,430564,2,4,614,1,,,ニノクラチサキカイイキ(オツ),,,ニノクラマエ-2,,B,1.0,3.0,1972.0,4.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,430720.0,,,38.09500000,140.94916667, 38:05:42,140:56:57,0461401
1404,1980,3,,430574,2,4,615,1,,,ニノクラチサキカイイキ(ヘイ),,,ニノクラマエ-3,,A,1.0,3.0,1972.0,4.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,430760.0,,,38.09416667,140.96000000, 38:05:39,140:57:36,0461501
1405,1980,3,,430584,2,4,616,1,,,イシノマキチサキカイイキ(コウ-1),,,コウギヨウコウイリグチ,,C,2.0,3.0,1972.0,4.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,430810.0,,,38.41166667,141.27083333, 38:24:42,141:16:15,0461601
1406,1980,3,,430594,2,4,616,51,,,イシノマキチサキカイイキ(コウ-1),,,コウギヨウコウオキ(K-1),,C,2.0,3.0,1972.0,4.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,430820.0,,,38.40444444,141.26333333, 38:24:16,141:15:48,0461651
1407,1980,3,,430604,2,4,616,52,,,イシノマキチサキカイイキ(コウ-1),,,コウギヨウコウ(MK-A3),,C,2.0,3.0,1972.0,4.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,430830.0,,,38.41388889,141.26222222, 38:24:50,141:15:44,0461652
1408,1980,3,,430614,2,4,617,1,,,イシノマキチサキカイイキ(コウ-2),,,ジユウジヨウオキ(J-1),,C,2.0,3.0,1972.0,4.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,430840.0,,,38.40805556,141.29305556, 38:24:29,141:17:35,0461701
1409,1980,3,,430624,2,4,618,1,,,イシノマキチサキカイイキ(オツ-1),,,ナガハマオキ(N-2),,B,2.0,3.0,1972.0,4.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,430850.0,,,38.40666667,141.33527778, 38:24:24,141:20:07,0461801
1410,1980,3,,430634,2,4,619,1,,,イシノマキチサキカイイキ(オツ-2),,,ジユウジヨウオキ(J-2),,B,2.0,3.0,1972.0,4.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,430880.0,,,38.39666667,141.29500000, 38:23:48,141:17:42,0461901
1411,1980,3,,430644,2,4,620,1,,,イシノマキチサキカイイキ(ヘイ),,,マンゴクバシ,,A,1.0,3.0,1972.0,4.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,430910.0,,,38.41583333,141.37166667, 38:24:57,141:22:18,0462001
1412,1980,3,,430654,2,4,620,2,,,イシノマキチサキカイイキ(ヘイ),,,ナルセ,,A,1.0,3.0,1972.0,4.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,430920.0,,,38.35500000,141.19305556, 38:21:18,141:11:35,0462002
1413,1980,3,,430664,2,4,620,3,,,イシノマキチサキカイイキ(ヘイ),,,コウギヨウコウオキ(K-3),,A,1.0,3.0,1972.0,4.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,430930.0,,,38.38333333,141.26083333, 38:23:00,141:15:39,0462003
1414,1980,3,,430674,2,4,620,4,,,イシノマキチサキカイイキ(ヘイ),,,ナガハマオキ(N-4),,A,1.0,3.0,1972.0,4.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,430940.0,,,38.40666667,141.35194444, 38:24:24,141:21:07,0462004
1415,1980,3,,430684,2,4,620,5,,,イシノマキチサキカイイキ(ヘイ),,,ジユウジヨウオキ(J-3),,A,1.0,3.0,1972.0,4.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,430950.0,,,38.38638889,141.29777778, 38:23:11,141:17:52,0462005
1416,1980,3,,430694,2,4,620,51,,,イシノマキチサキカイイキ(ヘイ),,,マンゴクウラM-1(サス),,A,1.0,3.0,1972.0,4.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,430960.0,,,38.40444444,141.36694444, 38:24:16,141:22:01,0462051
1417,1980,3,,430704,2,4,620,52,,,イシノマキチサキカイイキ(ヘイ),,,マンゴクウラ(M-2)(ウオイチバ),,A,1.0,3.0,1972.0,4.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,430970.0,,,38.41083333,141.36638889, 38:24:39,141:21:59,0462052
1418,1980,3,,430714,2,4,620,53,,,イシノマキチサキカイイキ(ヘイ),,,マンゴクウラM-3(マツマエ),,A,1.0,3.0,1972.0,4.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,430980.0,,,38.41777778,141.37500000, 38:25:04,141:22:30,0462053
1419,1980,3,,430724,2,4,620,54,,,イシノマキチサキカイイキ(ヘイ),,,マンゴクウラM-4(ナガル),,A,1.0,3.0,1972.0,4.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,430990.0,,,38.42777778,141.38444444, 38:25:40,141:23:04,0462054
1420,1980,3,,430734,2,4,620,55,,,イシノマキチサキカイイキ(ヘイ),,,マンゴクウラM-5(オリタテ),,A,1.0,3.0,1972.0,4.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,431000.0,,,38.43277778,141.39027778, 38:25:58,141:23:25,0462055
1421,1980,3,,430744,2,4,620,56,,,イシノマキチサキカイイキ(ヘイ),,,マンゴクウラM-6(ワンチユウオウ),,A,1.0,3.0,1972.0,4.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,431010.0,,,38.42555556,141.39666667, 38:25:32,141:23:48,0462056
1422,1980,3,,430754,2,4,620,57,,,イシノマキチサキカイイキ(ヘイ),,,マンゴクウラM-7(ウラシユク),,A,1.0,3.0,1972.0,4.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,431020.0,,,38.42972222,141.41722222, 38:25:47,141:25:02,0462057
1423,1980,3,,430764,2,4,620,58,,,イシノマキチサキカイイキ(ヘイ),,,マンゴクウラM-8(カミバヤシ),,A,1.0,3.0,1972.0,4.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,431030.0,,,38.41861111,141.39000000, 38:25:07,141:23:24,0462058
1424,1980,3,,430774,2,4,621,1,,,シヅガワワン(コウ),,,ウオイチバオキ,,B,1.0,3.0,1973.0,5.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,431040.0,,,38.67250000,141.45083333, 38:40:21,141:27:03,0462101
1425,1980,3,,430784,2,4,622,1,,,シヅガワワン(オツ),,,アラジマオキ,,A,1.0,3.0,1973.0,5.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,431050.0,,,38.66250000,141.46222222, 38:39:45,141:27:44,0462201
1426,1980,3,,430794,2,4,622,2,,,シヅガワワン(オツ),,,ベンテンザキオキ,,A,1.0,3.0,1973.0,5.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,431060.0,,,38.65750000,141.45416667, 38:39:27,141:27:15,0462202
1427,1980,3,,430804,2,4,622,51,,,シヅガワワン(オツ),,,S-1(アラシマ),,A,1.0,3.0,1973.0,5.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,431070.0,,,38.66472222,141.46222222, 38:39:53,141:27:44,0462251
1428,1980,3,,430814,2,4,622,52,,,シヅガワワン(オツ),,,S-2(アラト),,A,1.0,3.0,1973.0,5.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,431080.0,,,38.67111111,141.48888889, 38:40:16,141:29:20,0462252
1429,1980,3,,430824,2,4,622,53,,,シヅガワワン(オツ),,,S-3(アオシマ),,A,1.0,3.0,1973.0,5.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,431090.0,,,38.65583333,141.48611111, 38:39:21,141:29:10,0462253
1430,1980,3,,430834,2,4,622,54,,,シヅガワワン(オツ),,,S-4(サクネ),,A,1.0,3.0,1973.0,5.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,431100.0,,,38.66555556,141.50777778, 38:39:56,141:30:28,0462254
1431,1980,3,,430844,2,4,622,55,,,シヅガワワン(オツ),,,S-5(オオモリギヨキヨウマエ),,A,1.0,3.0,1973.0,5.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,431110.0,,,38.67083333,141.45472222, 38:40:15,141:27:17,0462255
1433,1980,3,,430864,2,4,623,1,,,アユカワワン(コウ),,,ニホンホゲイオキ,,B,1.0,3.0,1973.0,5.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,431150.0,,,38.29638889,141.50638889, 38:17:47,141:30:23,0462301
1434,1980,3,,430874,2,4,623,2,,,アユカワワン(コウ),,,キユウタイヨウギヨギヨウオキ,,B,1.0,3.0,1973.0,5.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,431160.0,,,38.29416667,141.50777778, 38:17:39,141:30:28,0462302
1435,1980,3,,430904,2,4,624,1,,,アユカワワン(オツ),,,ゴバンシヨザキオキ,,A,1.0,3.0,1973.0,5.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,431190.0,,,38.28805556,141.50444444, 38:17:17,141:30:16,0462401
1437,1980,3,,430934,2,4,625,2,,,ソノタノゼンチサキカイイキ,,,イソハマ,,A,1.0,3.0,1973.0,5.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,431220.0,,,37.90361111,140.92916667, 37:54:13,140:55:45,0462502
1438,1980,3,,430944,2,4,625,3,,,ソノタノゼンチサキカイイキ,,,オダノハマ,,A,1.0,3.0,1973.0,5.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,431230.0,,,38.85222222,141.62611111, 38:51:08,141:37:34,0462503
1439,1980,3,,430954,2,4,625,4,,,ソノタノゼンチサキカイイキ,,,オイセハマ,,A,1.0,3.0,1973.0,5.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,431240.0,,,38.82277778,141.58416667, 38:49:22,141:35:03,0462504
1440,1980,3,,430964,2,4,625,5,,,ソノタノゼンチサキカイイキ,,,オオヤ,,A,1.0,3.0,1973.0,5.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,431250.0,,,38.81111111,141.56416667, 38:48:40,141:33:51,0462505
1441,1980,3,,430974,2,4,625,6,,,ソノタノゼンチサキカイイキ,,,ソデハマ,,A,1.0,3.0,1973.0,5.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,431260.0,,,38.67388889,141.46583333, 38:40:26,141:27:57,0462506
1442,1980,3,,430984,2,4,625,7,,,ソノタノゼンチサキカイイキ,,,オガツチサキ,,A,1.0,3.0,1973.0,5.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,431270.0,,,38.50527778,141.49388889, 38:30:19,141:29:38,0462507
1443,1980,3,,430994,2,4,625,8,,,ソノタノゼンチサキカイイキ,,,オギノハマチサキ,,A,1.0,3.0,1973.0,5.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,431280.0,,,38.36944444,141.42972222, 38:22:10,141:25:47,0462508
1444,1980,3,,431004,2,4,625,9,,,ソノタノゼンチサキカイイキ,,,カツラシマ,,A,1.0,3.0,1973.0,5.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,431290.0,,,38.33000000,141.09194444, 38:19:48,141:05:31,0462509
1445,1980,3,,431014,2,4,625,10,,,ソノタノゼンチサキカイイキ,,,ヒロタワン(オオサワ),,A,1.0,3.0,1973.0,5.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,431300.0,,,38.95194444,141.65638889, 38:57:07,141:39:23,0462510
1446,1980,3,,431024,2,4,625,11,,,ソノタノゼンチサキカイイキ,,,オツパワン(ジユウサンハマ),,A,1.0,3.0,1973.0,5.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,431310.0,,,38.57416667,141.48027778, 38:34:27,141:28:49,0462511
1447,1980,3,,431034,2,4,625,51,,,ソノタノゼンチサキカイイキ,,,ノビル,,A,1.0,3.0,1973.0,5.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,431320.0,,,38.36583333,141.16666667, 38:21:57,141:10:00,0462551
1448,1980,3,,431044,2,4,625,52,,,ソノタノゼンチサキカイイキ,,,ミヤト,,A,1.0,3.0,1973.0,5.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,431330.0,,,38.32500000,141.16444444, 38:19:30,141:09:52,0462552
1449,1980,3,,431054,2,4,625,53,,,ソノタノゼンチサキカイイキ,,,シヨウブダ,,A,1.0,3.0,1973.0,5.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,431340.0,,,38.28944444,141.07083333, 38:17:22,141:04:15,0462553
1450,1980,3,,431064,2,4,625,54,,,ソノタノゼンチサキカイイキ,,,ワタノハ,,A,1.0,3.0,1973.0,5.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,431350.0,,,38.41333333,141.35500000, 38:24:48,141:21:18,0462554
1451,1980,3,,431074,2,4,625,55,,,ソノタノゼンチサキカイイキ,,,フカヌマ,,A,1.0,3.0,1973.0,5.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,431360.0,,,38.21694444,140.99027778, 38:13:01,140:59:25,0462555
1452,1980,3,,431084,2,4,625,56,,,ソノタノゼンチサキカイイキ,,,ナガツラワン,,A,1.0,3.0,1973.0,5.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,431370.0,,,38.55722222,141.46083333, 38:33:26,141:27:39,0462556
1453,1980,3,,431094,2,4,625,57,,,ソノタノゼンチサキカイイキ,,,トリノウミデグチ,,A,1.0,3.0,1973.0,5.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,431380.0,,,38.03444444,140.92305556, 38:02:04,140:55:23,0462557
1454,1980,3,,431104,2,4,625,58,,,ソノタノゼンチサキカイイキ,,,ヒロウラマスダガワリユウニユウブ,,A,1.0,3.0,1973.0,5.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,431390.0,,,38.16138889,140.94277778, 38:09:41,140:56:34,0462558
1455,1980,3,,431114,2,4,625,59,,,ソノタノゼンチサキカイイキ,,,ヒロウラヒロウラチユウオウ,,A,1.0,3.0,1973.0,5.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,431400.0,,,38.16472222,140.95000000, 38:09:53,140:57:00,0462559
1456,1980,3,,431124,2,4,625,60,,,ソノタノゼンチサキカイイキ,,,ヒロウラヒロウラデグチ,,A,1.0,3.0,1973.0,5.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,431410.0,,,38.17305556,140.95833333, 38:10:23,140:57:30,0462560
1458,1980,1,,510024,2,5,2,1,,,ヨネシロガワチユウリユウ,,,ジンタバシ,,A,1.0,3.0,1972.0,4.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510020.0,,,40.24777778,140.76638889, 40:14:52,140:45:59,0500201
1459,1980,1,,510034,2,5,3,1,,,ヨネシロガワカリユウ,,,ジユウニシヨバシ,,B,1.0,3.0,1972.0,4.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510040.0,,,40.21750000,140.67111111, 40:13:03,140:40:16,0500301
1460,1980,1,,510044,2,5,3,3,,,ヨネシロガワカリユウ,,,マナカバシ,,B,1.0,3.0,1972.0,4.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510050.0,,,40.26722222,140.47194444, 40:16:02,140:28:19,0500303
1461,1980,1,,510054,2,5,3,4,,,ヨネシロガワカリユウ,,,タカノスバシ,,B,1.0,3.0,1972.0,4.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510060.0,,,40.21777778,140.36833333, 40:13:04,140:22:06,0500304
1462,1980,1,,510064,2,5,3,6,,,ヨネシロガワカリユウ,,,イチヨウバシ,,B,1.0,3.0,1972.0,4.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510070.0,,,40.19777778,140.23277778, 40:11:52,140:13:58,0500306
1463,1980,1,,510074,2,5,3,8,,,ヨネシロガワカリユウ,,,ノシロバシ,,B,1.0,3.0,1972.0,4.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510080.0,,,40.21777778,140.03000000, 40:13:04,140:01:48,0500308
